# ID  RA  DEC  [Fe/H]_K  [Fe/H]_K_e  K_mean  N_ep  Period  A_tot  C_phi  S/N    
 8537  17:47:13.36  -28:31:57.4  -0.373  0.078  14.462    82  0.455298  0.179  0.949  54.0
 8538  17:47:13.72  -30:54:03.2  -0.882  0.075  14.483    69  0.510996  0.195  0.952  62.0
 8539  17:47:13.74  -29:44:13.0  -1.589  0.034  15.154    57  0.665206  0.285  0.930  45.1
 8546  17:47:14.92  -31:35:07.2  -1.289  0.035  15.166    61  0.443462  0.303  0.920  72.2
 8559  17:47:17.63  -30:58:41.0  -1.351  0.044  15.065    69  0.526316  0.322  0.946  47.8
 8560  17:47:17.63  -30:05:19.7  -1.786  0.115  15.368    59  0.625675  0.391  0.928  49.7
 8561  17:47:17.94  -30:51:23.6  -1.286  0.024  14.891    63  0.514446  0.301  0.943  80.7
 8563  17:47:18.55  -30:57:05.4  -1.261  0.043  14.562    54  0.489613  0.347  0.931  98.2
 8567  17:47:19.90  -31:45:35.4  -1.817  0.068  15.156    69  0.622267  0.221  0.915  50.3
 8568  17:47:20.42  -31:13:01.8  -1.532  0.054  15.077   117  0.585821  0.395  0.948  103.4
 8570  17:47:20.93  -26:18:04.5  -1.036  0.102  14.910    62  0.514947  0.304  0.950  63.2
 8571  17:47:20.98  -31:53:09.2  -1.347  0.055  15.411    69  0.563610  0.253  0.952  40.3
 8573  17:47:21.23  -26:05:21.8  -1.638  0.042  14.458    63  0.620992  0.273  0.931  133.7
 8574  17:47:21.55  -31:01:02.3  -1.427  0.031  15.400    65  0.521274  0.406  0.908  46.9
 8576  17:47:21.62  -31:19:26.2  -1.494  0.032  14.894    69  0.586454  0.359  0.894  73.8
 8583  17:47:22.32  -30:40:54.7  -1.692  0.068  14.727    61  0.631735  0.193  0.944  62.2
 8590  17:47:23.33  -31:48:24.2  -1.493  0.068  15.308    69  0.646741  0.223  0.931  41.6
 8591  17:47:23.37  -31:10:46.1  -1.803  0.042  14.744   118  0.668047  0.297  0.964  106.1
 8595  17:47:24.37  -30:16:41.6  -1.603  0.131  15.207    58  0.597437  0.289  0.916  44.7
 8597  17:47:24.53  -26:32:06.7  -1.612  0.044  14.663    63  0.691111  0.266  0.927  78.4
 8601  17:47:25.73  -32:36:19.9  -1.644  0.047  14.286    69  0.567526  0.256  0.945  108.0
 8602  17:47:25.75  -30:45:37.9  -1.315  0.050  15.079    68  0.583224  0.223  0.926  42.6
 8604  17:47:25.91  -31:10:11.4  -1.478  0.047  15.207    88  0.528228  0.437  0.947  62.1
 8605  17:47:26.17  -30:32:40.5  -1.345  0.046  15.045    60  0.585914  0.261  0.939  50.6
 8611  17:47:27.59  -26:44:11.0  -1.385  0.048  15.170    59  0.486758  0.383  0.931  70.9
 8615  17:47:27.97  -29:53:03.4  -2.002  0.081  15.120    41  0.662470  0.503  0.928  54.7
 8616  17:47:28.29  -30:36:04.8  -1.456  0.034  14.899    51  0.591765  0.254  0.939  65.1
 8617  17:47:28.37  -32:08:20.8  -1.547  0.028  14.756    69  0.590887  0.289  0.945  77.3
 8618  17:47:28.45  -30:20:35.7  -1.426  0.026  14.521    57  0.496161  0.347  0.928  65.7
 8619  17:47:28.59  -30:22:03.4  -1.324  0.026  15.393    58  0.555006  0.337  0.939  45.3
 8625  17:47:29.31  -30:56:31.3  -1.637  0.036  14.837    69  0.578293  0.299  0.915  44.7
 8630  17:47:30.67  -27:34:04.0  -1.279  0.031  14.975    62  0.575001  0.261  0.927  64.0
 8631  17:47:30.99  -28:33:53.8  -0.360  0.080  13.630    81  0.454878  0.302  0.948  81.1
 8634  17:47:31.32  -30:27:44.7  -2.000  0.047  14.905    60  0.748707  0.252  0.943  48.1
 8641  17:47:32.67  -25:39:30.7  -1.346  0.041  14.585    52  0.547742  0.252  0.917  82.1
 8642  17:47:32.70  -31:39:59.6  -1.728  0.039  14.901    66  0.757459  0.260  0.956  56.1
 8646  17:47:33.52  -21:55:08.7  -1.569  0.011  14.363    62  0.625807  0.283  0.920  102.3
 8648  17:47:33.72  -30:49:52.3  -1.757  0.040  14.921    69  0.610451  0.192  0.945  41.3
 8649  17:47:33.77  -31:12:12.4  -1.517  0.027  15.205    68  0.585823  0.333  0.940  71.2
 8651  17:47:33.94  -30:47:25.3  -1.336  0.040  14.554    66  0.624810  0.178  0.930  73.0
 8653  17:47:34.17  -32:23:04.2  -1.234  0.042  14.794    69  0.529216  0.290  0.951  68.8
 8660  17:47:34.76  -30:09:21.1  -1.199  0.051  15.343    60  0.544818  0.227  0.927  40.0
 8662  17:47:35.09  -32:36:35.7  -1.473  0.069  14.345    69  0.551985  0.242  0.937  65.6
 8667  17:47:36.28  -30:08:50.8  -1.508  0.068  15.188    49  0.571330  0.295  0.933  62.1
 8670  17:47:36.85  -30:19:25.2  -1.288  0.130  15.358    60  0.504001  0.338  0.886  49.8
 8671  17:47:36.86  -30:39:25.9  -1.401  0.048  15.131    53  0.545308  0.343  0.901  40.5
 8674  17:47:37.39  -27:35:03.3  -1.198  0.059  15.778    70  0.423769  0.387  0.943  58.9
 8675  17:47:37.77  -30:49:06.6  -1.236  0.051  15.161    65  0.517788  0.274  0.903  55.8
 8677  17:47:37.99  -26:43:25.3  -1.306  0.048  14.758    62  0.497497  0.311  0.914  69.9
 8680  17:47:38.23  -31:20:33.3  -2.077  0.042  14.714    68  0.730435  0.277  0.925  80.8
 8682  17:47:38.27  -25:23:17.4  -1.222  0.050  15.009    61  0.539625  0.290  0.914  60.7
 8683  17:47:38.41  -29:57:16.2  -1.541  0.077  15.315    59  0.540799  0.284  0.953  41.6
 8684  17:47:38.47  -32:18:52.9  -1.448  0.064  15.409    69  0.523236  0.419  0.916  56.8
 8688  17:47:39.54  -23:46:03.7  -1.484  0.019  14.594    60  0.539461  0.321  0.912  94.9
 8692  17:47:39.89  -30:06:47.8  -1.326  0.068  15.797    55  0.444466  0.409  0.926  54.5
 8694  17:47:39.92  -25:50:50.5  -1.045  0.066  14.354    61  0.564791  0.231  0.914  88.9
 8696  17:47:40.10  -31:18:03.8  -1.262  0.033  14.959    69  0.598374  0.194  0.913  42.7
 8697  17:47:40.18  -31:22:58.8  -1.310  0.059  15.200    68  0.487247  0.317  0.931  65.0
 8699  17:47:40.31  -30:09:26.1  -1.423  0.048  15.485    60  0.466760  0.383  0.935  54.5
 8702  17:47:41.16  -25:59:14.3  -0.947  0.050  14.768    63  0.533529  0.243  0.928  79.0
 8706  17:47:41.67  -25:23:18.5  -1.392  0.060  14.634    63  0.531386  0.363  0.920  90.0
 8708  17:47:41.98  -30:55:01.3  -1.087  0.154  15.314    67  0.485490  0.458  0.941  64.2
 8713  17:47:43.10  -31:20:22.4  -1.227  0.044  15.553    67  0.506323  0.359  0.939  52.2
 8714  17:47:43.11  -31:28:15.7  -1.407  0.040  15.730    64  0.520422  0.391  0.942  49.5
 8719  17:47:43.99  -30:58:30.3  -1.371  0.035  15.138   109  0.538709  0.329  0.923  76.6
 8722  17:47:44.08  -25:38:48.8  -1.483  0.041  15.037    63  0.530680  0.334  0.935  59.7
 8723  17:47:44.10  -26:17:49.1  -1.174  0.048  14.944    62  0.608853  0.167  0.892  52.5
 8725  17:47:44.20  -32:04:17.1  -1.379  0.061  15.354    63  0.506727  0.362  0.896  60.5
 8729  17:47:44.54  -32:24:49.0  -1.220  0.085  15.169    55  0.464981  0.362  0.873  83.2
 8732  17:47:45.13  -31:41:23.5  -1.580  0.097  15.106    68  0.519948  0.331  0.935  71.1
 8734  17:47:45.95  -27:15:34.7  -1.414  0.070  15.821   118  0.576401  0.394  0.956  72.6
 8737  17:47:46.83  -32:23:11.5  -1.306  0.059  15.065    70  0.513103  0.347  0.950  63.4
 8738  17:47:46.84  -31:40:38.5  -1.440  0.060  14.913    69  0.489124  0.264  0.932  50.8
 8739  17:47:47.22  -32:05:52.5  -1.608  0.095  15.116    55  0.571089  0.311  0.890  56.3
 8740  17:47:47.24  -26:09:29.3  -1.340  0.055  15.348    62  0.470497  0.461  0.953  66.4
 8741  17:47:47.39  -27:03:24.0  -1.309  0.052  15.347    61  0.528081  0.251  0.944  39.5
 8743  17:47:47.88  -29:59:20.5  -1.820  0.092  14.619    57  0.578406  0.189  0.899  50.3
 8744  17:47:48.42  -31:20:24.0  -1.297  0.108  15.267    67  0.505416  0.271  0.953  54.1
 8745  17:47:48.57  -32:40:03.9  -1.555  0.038  14.547    69  0.576443  0.323  0.934  128.8
 8746  17:47:48.61  -32:03:38.4  -1.381  0.042  15.728    64  0.487830  0.436  0.897  49.7
 8750  17:47:48.83  -27:49:30.6  -1.843  0.109  14.601    78  0.635506  0.131  0.956  42.8
 8755  17:47:49.37  -25:51:16.0  -1.076  0.091  14.583    59  0.529946  0.242  0.925  40.4
 8760  17:47:49.95  -26:55:47.2  -1.321  0.061  15.069    65  0.483073  0.411  0.924  60.6
 8762  17:47:50.31  -26:07:26.7  -1.090  0.046  15.085    55  0.568332  0.260  0.870  58.4
 8765  17:47:50.86  -31:50:01.3  -1.570  0.023  15.134    65  0.580646  0.230  0.897  68.2
 8766  17:47:51.50  -30:27:55.9  -1.156  0.217  15.507    58  0.456878  0.265  0.938  38.9
 8767  17:47:51.63  -31:10:17.5  -1.649  0.062  14.767    63  0.539383  0.310  0.917  76.4
 8771  17:47:52.27  -31:05:24.3  -1.305  0.028  15.215   135  0.453356  0.369  0.946  60.7
 8773  17:47:52.36  -25:41:43.4  -1.511  0.110  14.485    63  0.632397  0.297  0.898  102.5
 8774  17:47:52.58  -26:20:36.3  -1.221  0.067  14.937    63  0.610846  0.301  0.929  57.2
 8775  17:47:52.68  -25:51:19.2  -0.828  0.109  14.771    62  0.433968  0.191  0.946  62.0
 8780  17:47:53.24  -31:22:06.2  -1.669  0.072  14.906    53  0.503532  0.307  0.945  80.0
 8784  17:47:53.60  -31:14:49.9  -1.806  0.078  14.587    64  0.712308  0.300  0.937  99.6
 8785  17:47:53.95  -31:05:24.2  -1.462  0.028  15.040   107  0.542517  0.337  0.955  91.3
 8790  17:47:55.32  -32:09:06.4  -1.270  0.075  14.957    68  0.560461  0.218  0.936  46.6
 8791  17:47:55.39  -27:26:37.9  -1.387  0.033  15.382    76  0.575688  0.392  0.954  56.2
 8792  17:47:55.64  -26:26:39.4  -1.443  0.026  14.270    62  0.682465  0.207  0.940  77.1
 8796  17:47:56.39  -26:05:21.2  -1.618  0.146  14.560    63  0.614315  0.127  0.922  43.0
 8797  17:47:56.41  -26:31:23.3  -1.461  0.030  14.786    63  0.589389  0.324  0.933  87.9
 8799  17:47:56.62  -26:23:49.8  -1.180  0.113  14.686    61  0.504441  0.197  0.929  67.5
 8804  17:47:57.10  -24:22:42.4  -1.557  0.027  14.636    61  0.567616  0.351  0.924  74.0
 8805  17:47:57.20  -31:39:26.2  -1.534  0.092  15.118    68  0.655310  0.319  0.931  69.5
 8811  17:47:57.98  -26:19:32.4  -1.340  0.132  14.379    62  0.547098  0.159  0.919  65.3
 8813  17:47:58.42  -30:30:32.6  -1.275  0.021  14.914    60  0.621908  0.282  0.936  69.0
 8816  17:47:59.35  -32:01:42.3  -1.434  0.032  14.810    54  0.695943  0.278  0.928  61.0
 8817  17:47:59.47  -32:04:42.5  -1.272  0.039  15.364    58  0.442211  0.415  0.927  83.3
 8819  17:47:59.64  -31:45:11.8  -1.353  0.115  15.676    69  0.463092  0.345  0.946  58.4
 8821  17:47:59.80  -25:45:31.6  -2.130  0.028  14.755    57  0.726996  0.283  0.928  77.1
 8824  17:48:00.67  -28:36:12.8  -2.315  0.102  15.157    74  0.809473  0.178  0.922  34.5
 8825  17:48:00.71  -31:30:53.5  -1.280  0.042  15.289    68  0.442085  0.394  0.933  64.1
 8826  17:48:00.84  -26:29:20.3  -1.184  0.032  15.296    62  0.605875  0.214  0.935  45.7
 8830  17:48:01.23  -25:49:18.8  -1.606  0.051  14.593    62  0.664874  0.295  0.908  124.8
 8832  17:48:01.37  -32:01:50.4  -1.231  0.029  14.834    63  0.570478  0.205  0.928  46.4
 8833  17:48:01.45  -31:46:30.3  -1.856  0.055  15.101    64  0.581700  0.222  0.936  61.1
 8837  17:48:01.68  -26:42:31.0  -1.834  0.037  14.736   126  0.651612  0.372  0.957  99.6
 8840  17:48:02.66  -30:13:00.5  -1.587  0.107  15.393    58  0.569222  0.447  0.923  52.0
 8841  17:48:02.68  -26:02:23.9  -1.340  0.021  14.975    63  0.536022  0.335  0.919  90.6
 8842  17:48:02.72  -30:05:50.6  -1.369  0.069  15.247    45  0.546963  0.314  0.895  57.0
 8848  17:48:03.35  -31:21:16.7  -1.306  0.048  15.323    66  0.577751  0.353  0.940  54.7
 8849  17:48:03.45  -30:28:54.2  -2.393  0.106  14.674    61  0.893445  0.275  0.918  56.2
 8850  17:48:03.67  -31:25:32.9  -1.336  0.044  15.070    58  0.520094  0.422  0.936  111.9
 8851  17:48:03.77  -26:12:26.6  -1.574  0.061  14.941    62  0.545815  0.269  0.948  45.4
 8852  17:48:04.07  -30:11:17.7  -1.620  0.140  15.120    47  0.565377  0.271  0.920  54.2
 8853  17:48:04.08  -29:58:55.3  -1.174  0.049  15.047    61  0.533238  0.344  0.918  54.3
 8854  17:48:04.25  -27:11:10.5  -1.720  0.035  15.092    67  0.652772  0.260  0.930  48.2
 8855  17:48:04.36  -25:59:13.4  -1.734  0.043  14.352    63  0.782851  0.211  0.947  88.7
 8856  17:48:04.49  -27:24:55.8  -1.677  0.081  14.646    62  0.580590  0.269  0.931  61.0
 8857  17:48:04.60  -24:59:05.0  -1.420  0.042  14.956    61  0.595636  0.244  0.941  61.7
 8858  17:48:05.08  -26:27:43.0  -1.191  0.033  14.600    63  0.592573  0.251  0.946  74.1
 8859  17:48:05.14  -30:21:53.8  -1.724  0.084  15.131    59  0.576634  0.381  0.940  54.5
 8863  17:48:05.41  -32:08:39.9  -0.995  0.112  15.677    64  0.380541  0.377  0.939  53.3
 8864  17:48:05.48  -25:49:26.8  -1.414  0.041  14.694    61  0.601637  0.311  0.918  95.0
 8865  17:48:05.49  -31:33:15.4  -1.605  0.052  15.063    63  0.576908  0.261  0.932  90.8
 8866  17:48:05.77  -30:11:17.0  -1.447  0.067  15.253    58  0.591360  0.320  0.925  51.2
 8868  17:48:06.14  -32:03:13.8  -1.407  0.027  14.874    64  0.618715  0.257  0.930  56.1
 8869  17:48:06.15  -31:39:25.3  -1.374  0.067  15.624    66  0.580600  0.409  0.944  56.1
 8871  17:48:06.44  -27:09:55.7  -0.729  0.067  15.535    61  0.475546  0.402  0.898  57.3
 8872  17:48:06.64  -31:32:27.7  -1.416  0.020  15.148    69  0.568950  0.296  0.923  70.9
 8873  17:48:06.78  -27:22:34.0  -1.358  0.061  15.210    62  0.521687  0.459  0.887  97.7
 8875  17:48:06.92  -31:33:36.8  -1.342  0.073  15.581    67  0.534087  0.359  0.931  59.5
 8876  17:48:07.05  -27:19:55.2  -1.392  0.054  15.669    74  0.571288  0.223  0.949  32.3
 8878  17:48:07.22  -31:54:41.9  -1.259  0.042  14.931    65  0.592465  0.203  0.924  56.5
 8881  17:48:08.33  -31:09:00.3  -1.187  0.039  15.204    68  0.556210  0.402  0.932  83.6
 8883  17:48:08.74  -31:31:15.7  -2.177  0.051  14.745    67  0.797569  0.309  0.940  79.2
 8888  17:48:10.03  -29:59:28.1  -1.738  0.119  14.842    54  0.697627  0.297  0.928  63.1
 8890  17:48:10.16  -31:44:29.5  -1.526  0.065  15.098    68  0.550111  0.275  0.928  61.0
 8891  17:48:10.80  -31:36:04.9  -1.685  0.032  14.988    66  0.600995  0.297  0.890  72.0
 8892  17:48:10.83  -25:57:07.7  -1.133  0.181  15.200    62  0.529018  0.453  0.939  67.1
 8894  17:48:11.21  -30:06:10.0  -1.310  0.037  15.145    52  0.526626  0.377  0.944  75.3
 8895  17:48:11.23  -27:44:34.6  -1.685  0.169  15.140    76  0.672648  0.495  0.958  69.4
 8896  17:48:11.58  -23:46:12.4  -1.398  0.044  14.111    62  0.616388  0.254  0.924  92.1
 8900  17:48:12.16  -30:20:56.0  -1.575  0.111  15.398    59  0.513796  0.339  0.916  51.6
 8903  17:48:12.60  -32:02:18.1  -1.175  0.081  15.310    67  0.444344  0.355  0.953  60.1
 8905  17:48:12.93  -26:04:36.7  -1.140  0.122  15.081    62  0.485902  0.323  0.934  56.9
 8908  17:48:14.06  -30:12:00.4  -1.659  0.064  15.162    60  0.588153  0.335  0.918  64.7
 8915  17:48:15.95  -29:55:43.9  -1.648  0.134  15.008    46  0.655067  0.299  0.857  49.3
 8916  17:48:16.41  -25:27:36.7  -1.384  0.037  14.790    63  0.547431  0.294  0.930  72.0
 8920  17:48:17.54  -20:38:34.1  -1.997  0.045  13.886    61  0.755701  0.236  0.924  180.3
 8926  17:48:18.94  -30:15:02.5  -0.915  0.185  15.223    45  0.456166  0.266  0.920  47.7
 8927  17:48:18.99  -31:11:29.7  -1.225  0.040  14.662    48  0.575599  0.217  0.887  41.8
 8928  17:48:19.26  -26:28:24.4  -1.529  0.035  14.844    62  0.566913  0.336  0.874  81.8
 8929  17:48:19.42  -31:27:42.0  -1.424  0.064  15.193    69  0.488948  0.269  0.942  71.7
 8930  17:48:19.42  -25:55:22.2  -1.347  0.046  15.072    62  0.485357  0.358  0.934  78.7
 8932  17:48:19.96  -26:49:53.2  -1.406  0.038  14.847    57  0.579960  0.306  0.934  63.4
 8935  17:48:20.50  -30:17:09.9  -1.491  0.049  15.481    54  0.542417  0.331  0.904  45.9
 8937  17:48:20.60  -31:47:28.1  -0.815  0.049  15.403    68  0.479439  0.241  0.936  43.6
 8939  17:48:20.73  -31:13:08.3  -1.477  0.040  15.186    59  0.521063  0.322  0.920  73.1
 8941  17:48:21.16  -26:23:50.6  -1.428  0.021  14.512    63  0.538098  0.250  0.936  68.8
 8943  17:48:22.03  -30:00:23.5  -1.483  0.050  14.615    56  0.544224  0.292  0.911  63.8
 8944  17:48:22.05  -29:21:06.9  -1.532  0.047  14.811    60  0.594916  0.356  0.896  57.1
 8946  17:48:22.78  -30:00:25.1  -1.612  0.053  14.689    55  0.663189  0.240  0.884  64.3
 8948  17:48:23.18  -25:25:54.2  -2.008  0.036  14.903    62  0.717137  0.279  0.898  72.3
 8950  17:48:23.36  -26:30:09.8  -1.206  0.065  15.072   121  0.526200  0.416  0.948  57.5
 8952  17:48:23.70  -25:25:13.0  -0.996  0.070  15.079    63  0.442827  0.400  0.928  90.8
 8955  17:48:23.86  -30:22:59.7  -1.401  0.035  15.010    61  0.474942  0.310  0.942  58.6
 8956  17:48:24.24  -29:19:48.7  -1.316  0.038  15.380    52  0.482623  0.385  0.932  57.2
 8958  17:48:24.49  -30:34:47.2  -1.486  0.050  14.720    61  0.585366  0.352  0.931  62.5
 8961  17:48:24.74  -26:51:26.0  -1.660  0.057  15.095    67  0.574399  0.407  0.921  58.7
 8962  17:48:24.74  -26:09:29.3  -1.629  0.075  14.466    63  0.589089  0.228  0.943  81.5
 8963  17:48:24.76  -30:25:45.2  -1.366  0.051  15.245    59  0.445159  0.521  0.923  66.2
 8966  17:48:24.88  -21:36:31.3  -1.355  0.024  14.136    62  0.624465  0.254  0.938  115.3
 8970  17:48:25.11  -26:03:48.3  -1.273  0.049  15.459    62  0.465640  0.429  0.936  68.3
 8973  17:48:25.27  -26:47:31.1  -1.204  0.099  15.385    65  0.512770  0.395  0.902  48.7
 8979  17:48:26.37  -26:22:33.8  -1.381  0.078  15.107    62  0.442442  0.277  0.917  36.1
 8990  17:48:27.80  -31:09:06.4  -1.736  0.089  14.483    62  0.519734  0.214  0.939  54.6
 8992  17:48:28.22  -30:15:52.8  -1.631  0.095  14.923    53  0.649294  0.225  0.939  43.3
 8998  17:48:29.41  -26:04:47.0  -1.719  0.054  14.898    63  0.619265  0.276  0.926  77.6
 8999  17:48:29.69  -26:05:04.6  -1.628  0.125  15.438    62  0.521155  0.381  0.926  46.1
 9000  17:48:29.87  -31:38:33.1  -1.000  0.109  15.374    53  0.497220  0.254  0.943  46.7
 9003  17:48:30.42  -25:20:10.9  -1.495  0.038  15.112    63  0.523078  0.368  0.888  61.5
 9005  17:48:30.61  -31:43:41.0  -1.387  0.034  15.038    66  0.538849  0.290  0.925  82.8
 9007  17:48:30.69  -29:42:51.7  -1.274  0.046  14.818    46  0.587886  0.206  0.924  37.1
 9008  17:48:30.82  -27:46:07.3  -1.980  0.060  15.041    69  0.696449  0.319  0.946  69.0
 9011  17:48:31.16  -31:37:41.5  -1.433  0.032  15.107    58  0.604914  0.294  0.938  76.7
 9013  17:48:31.31  -27:29:46.2  -1.882  0.065  15.335    78  0.674937  0.230  0.942  35.7
 9015  17:48:31.55  -26:36:37.2  -1.445  0.057  15.057    59  0.540900  0.329  0.909  39.4
 9021  17:48:32.10  -26:45:30.8  -1.838  0.018  14.544    68  0.600990  0.309  0.918  65.1
 9023  17:48:32.40  -25:03:47.6  -0.358  0.052  15.743    62  0.354979  0.363  0.929  43.4
 9024  17:48:32.45  -25:26:46.4  -1.373  0.024  15.534    63  0.502236  0.360  0.940  64.9
 9030  17:48:33.23  -30:20:04.9  -1.296  0.038  15.053    51  0.604171  0.445  0.871  84.6
 9031  17:48:33.24  -27:53:17.4  -1.234  0.056  14.659    81  0.631943  0.239  0.929  61.0
 9032  17:48:33.54  -25:50:05.9  -1.339  0.027  14.180    63  0.581565  0.257  0.932  111.6
 9033  17:48:33.91  -31:48:28.2  -1.346  0.024  15.202    68  0.633378  0.238  0.923  52.5
 9034  17:48:34.04  -25:04:11.9  -1.620  0.090  14.420    63  0.683248  0.139  0.933  72.1
 9035  17:48:34.58  -26:37:40.6  -1.270  0.045  15.089    81  0.535443  0.409  0.928  72.1
 9040  17:48:35.62  -26:07:18.0  -1.779  0.037  14.857    62  0.684738  0.333  0.919  108.6
 9041  17:48:35.66  -25:36:41.8  -1.828  0.063  15.503    60  0.667601  0.312  0.946  43.2
 9042  17:48:35.77  -25:30:11.3  -1.180  0.061  14.957    63  0.476676  0.294  0.942  62.7
 9045  17:48:36.86  -27:29:13.7  -1.339  0.051  15.777    69  0.572731  0.299  0.942  37.8
 9046  17:48:37.08  -21:55:23.7  -1.284  0.016  14.465    61  0.611114  0.258  0.936  98.7
 9049  17:48:37.30  -26:04:55.4  -1.224  0.095  14.800    63  0.529390  0.225  0.907  67.0
 9051  17:48:37.70  -25:37:54.3  -1.517  0.032  14.760    62  0.513008  0.282  0.924  77.3
 9052  17:48:38.09  -31:45:42.4  -1.484  0.089  14.874    67  0.629852  0.231  0.930  61.8
 9055  17:48:38.48  -30:20:07.9  -1.720  0.157  13.901    61  0.783623  0.181  0.894  65.6
 9057  17:48:38.94  -32:09:27.7  -1.466  0.104  15.207    67  0.558416  0.340  0.934  62.6
 9058  17:48:39.11  -26:51:53.5  -1.204  0.052  14.956    68  0.530156  0.299  0.949  87.4
 9059  17:48:39.45  -32:09:18.3  -1.340  0.035  15.195    65  0.486707  0.361  0.910  75.3
 9062  17:48:39.79  -29:06:37.9  -1.509  0.138  14.308    60  0.485660  0.147  0.939  49.1
 9073  17:48:42.12  -30:16:45.3  -2.136  0.040  14.960    55  0.698067  0.288  0.924  57.7
 9076  17:48:42.41  -31:58:11.8  -1.600  0.057  15.085    69  0.613114  0.262  0.918  46.7
 9077  17:48:42.45  -31:25:09.3  -0.980  0.158  15.466    69  0.457129  0.363  0.918  74.1
 9079  17:48:42.57  -28:17:33.4  -1.441  0.100  15.891    61  0.561426  0.263  0.919  33.6
 9080  17:48:42.60  -25:32:14.0  -1.345  0.042  14.837    63  0.542967  0.304  0.934  75.3
 9083  17:48:43.16  -25:40:54.8  -1.383  0.080  14.826   113  0.593616  0.312  0.887  86.3
 9085  17:48:43.26  -32:36:23.6  -1.287  0.049  15.187    70  0.519074  0.345  0.935  56.4
 9090  17:48:44.14  -26:04:28.5  -1.560  0.026  14.418    62  0.680043  0.250  0.903  88.1
 9094  17:48:45.93  -20:41:35.6  -1.638  0.053  14.803    60  0.566789  0.289  0.903  83.3
 9095  17:48:45.94  -25:51:45.1  -1.487  0.014  14.897    63  0.592216  0.279  0.929  68.6
 9100  17:48:46.52  -29:06:10.2  -1.635  0.088  15.235    86  0.628210  0.421  0.888  53.5
 9105  17:48:47.43  -30:13:10.8  -1.765  0.054  14.624    60  0.703818  0.272  0.918  71.7
 9111  17:48:48.22  -31:35:17.6  -1.251  0.041  15.645    67  0.452681  0.388  0.915  47.5
 9112  17:48:48.31  -24:53:15.5  -1.504  0.027  14.451    63  0.535981  0.272  0.942  115.7
